"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL17946";"";"0";"314.48";"0";"3.76";"32";"CCCCCCCn1c(N2CCN(C)CC2)nc2ccccc21";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL686663";"In vitro inhibition of histamine-induced contractions in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1123303";"1";"Scientific Literature";"J. Med. Chem.";"1986";""
"CHEMBL542179";"";"0";"515.48";"1";"5.06";"8";"CC(CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)(OCC(=O)O)c1ccccc1.Cl";"Inhibition";"'='";"12.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL691439";"In vitro inhibitory activity against histamine H1 receptor in guinea-pig ileum at 0.1 uM";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1131983";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL570867";"";"0";"587.68";"1";"3.04";"36";"Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(=O)N(C)C)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1049606";"Inhibition of guinea pig H1 receptor";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1156750";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL514703";"";"0";"424.50";"0";"2.67";"8i";"COc1ccccc1N1CCN(CC(O)COc2ccc3oc(=O)cc(C)c3c2)CC1";"EC50";"'='";"0.0085";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL991561";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 1.0 mg/ml";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL436415";"";"0";"452.65";"1";"6.11";"65";"c1ccc(C(CCc2nc(CCNCCCCCc3ccncc3)c[nH]2)c2ccccc2)cc1";"Relative potency";"'='";"207.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL692276";"Relative potency determined against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL308899";"";"0";"310.34";"0";"1.23";"16";"O=[N+]([O-])c1ccc(S(=O)(=O)NCCCc2c[nH]cn2)cc1";"Ki";"'='";"36.0";"%";"";"Non standard unit for type";"";"UO_0000187";"";"";"";"";"False";"CHEMBL693693";"Evaluated for the percent binding affinity against H1 receptor by an H1 histamine-mediated bronchospasm";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1130926";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL379545";"";"0";"352.57";"1";"5.91";"4";"CCCCCNCc1ccc(-c2ccc(CNCCCCC)cc2)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL870340";"Activity at histamine H1 receptor in isolated guinea pig ileum up to 10 uM";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1146028";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL65699";"";"0";"337.42";"0";"3.59";"15";"CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"24.55";"0.45";"4.69";"16.64";"False";"CHEMBL691634";"Binding affinity for histamine H1 receptor from guinea pig cerebellum, using [3H]pyrilamine as radioligand at 0.1 uM";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1126065";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL65822";"";"0";"439.46";"0";"3.66";"13";"CN(C)CC/C=C1\c2ccccc2COc2ccc(C(=O)O)cc21.O=C(O)/C=C/C(=O)O";"Ki";"'='";"4.2";"nM";"8.38";"";"";"UO_0000065";"25.90";"0.48";"4.72";"16.83";"False";"CHEMBL691634";"Binding affinity for histamine H1 receptor from guinea pig cerebellum, using [3H]pyrilamine as radioligand at 0.1 uM";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1126065";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL513755";"";"0";"418.47";"0";"2.94";"58";"N=C(NCCCc1c[nH]cn1)NC(=O)CC(c1ccc(F)c(F)c1)c1nccs1";"Kd";"'='";"4677.35";"nM";"5.33";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953171";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced positive chronotropic activity";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL471413";"";"0";"375.48";"0";"3.21";"48";"N=C(NCCCc1c[nH]cn1)NC(=O)CC(c1ccccc1)c1ccccc1";"pD2";"'='";"5.2";"";"";"";"";"";"";"";"";"";"False";"CHEMBL953172";"Agonist activity at histamine H1 receptor in guinea pig ileum assessed as positive chronotropic activity";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL499301";"";"0";"361.45";"0";"2.81";"47";"N=C(NCCc1c[nH]cn1)NC(=O)CC(c1ccccc1)c1ccccc1";"Kd";"'='";"9772.37";"nM";"5.01";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953171";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced positive chronotropic activity";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL519089";"";"0";"384.57";"1";"6.39";"trans-9";"CC(C)[C@@H]1C[C@@H](N(Cc2ccccc2)c2ccccc2)CCN1c1ccccc1";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL941252";"Antagonist activity at guinea pig ileum histamine H1 receptor at 0.3 x 10'4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152307";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL64";"ISONIAZID";"4";"137.14";"0";"-0.31";"INH";"NNC(=O)c1ccncc1";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL941252";"Antagonist activity at guinea pig ileum histamine H1 receptor at 0.3 x 10'4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152307";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL596945";"";"0";"511.02";"2";"5.96";"8b";"O=C1C=C(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)/C(=C/c2ccc(O)cc2)O1";"Inhibition";"'='";"65.61";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1066827";"Antagonist activity at histamine H1 receptor in Dunkin-Hartley guinea pig ileum assessed as inhibition of histamine-induced contractions at 30 umol/L";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1156917";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL591307";"";"0";"585.10";"2";"6.28";"8d";"COc1cc(/C=C2\OC(=O)C=C2CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc(OC)c1OC";"Inhibition";"'='";"32.89";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1066826";"Antagonist activity at histamine H1 receptor in Dunkin-Hartley guinea pig ileum assessed as inhibition of histamine-induced contractions at 10 umol/L";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1156917";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL598591";"";"0";"538.09";"2";"6.32";"8g";"CN(C)c1ccc(/C=C2\OC(=O)C=C2CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1";"Inhibition";"'='";"77.61";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1066826";"Antagonist activity at histamine H1 receptor in Dunkin-Hartley guinea pig ileum assessed as inhibition of histamine-induced contractions at 10 umol/L";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1156917";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL478660";"";"0";"394.47";"0";"2.66";"8g";"Cc1cc(=O)oc2ccc(OCC(O)CN3CCN(c4ccccc4)CC3)cc12";"Emax";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991562";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 0.1 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL477800";"";"0";"486.57";"0";"4.03";"11k";"COc1ccccc1N1CCN(CC(O)COc2ccc3c(-c4ccccc4)cc(=O)oc3c2)CC1";"Emax";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991563";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 0.5 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL477410";"";"0";"381.43";"0";"2.53";"11e";"O=c1cc(-c2ccccc2)c2ccc(OCC(O)CN3CCOCC3)cc2o1";"Emax";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991562";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 0.1 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL478248";"";"0";"367.45";"0";"3.54";"11d";"CCN(CC)CC(O)COc1ccc2c(-c3ccccc3)cc(=O)oc2c1";"Emax";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991563";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 0.5 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL513910";"";"0";"380.44";"0";"2.10";"11g";"O=c1cc(-c2ccccc2)c2ccc(OCC(O)CN3CCNCC3)cc2o1";"Emax";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991564";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 1.0 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL68851";"";"0";"313.85";"0";"2.36";"88";"Cc1nc2c(cc1Cl)C(=S)N(C)CC(CCN(C)C)O2";"Survival";"'='";"67.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL689760";"Histamine induced lethality, at 60-min pretreatment time of 0.1 mg/kg p.o. in guinea pigs.";"F";"BAO_0000218";"organism-based format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1124606";"1";"Scientific Literature";"J. Med. Chem.";"1989";""
"CHEMBL291008";"";"0";"201.27";"0";"1.89";"37";"Cc1cccc(-c2nc(CCN)c[nH]2)c1";"pKb";"'='";"9.04";"";"";"";"";"";"";"";"";"";"False";"CHEMBL696931";"The H1 receptor-mediated nature of the ileum contractionhas been verified by competition experiments with the H1 receptor antagonist mepyramine";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL352169";"";"0";"418.51";"0";"4.66";"(+/-)-13";"Cn1c2c(c3ccccc31)C(=O)C(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2";"pKB";"'='";"6.92";"";"";"";"";"";"";"";"";"";"False";"CHEMBL696924";"Affinity for H1 histamine receptor of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128861";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL302288";"";"0";"299.83";"0";"2.06";"80";"CN(C)CCC1CN(C)C(=S)c2cc(Cl)cnc2O1";"Survival";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL689760";"Histamine induced lethality, at 60-min pretreatment time of 0.1 mg/kg p.o. in guinea pigs.";"F";"BAO_0000218";"organism-based format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1124606";"1";"Scientific Literature";"J. Med. Chem.";"1989";""
"CHEMBL470790";"";"0";"299.38";"0";"1.62";"69";"N=C(NCCCc1c[nH]cn1)NC(=O)CCc1ccccc1";"Kd";"'='";"2137.96";"nM";"5.67";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953171";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced positive chronotropic activity";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL811";"BROMPHENIRAMINE";"4";"319.25";"0";"3.93";"brompheniramine";"CN(C)CCC(c1ccc(Br)cc1)c1ccccn1";"Survival";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL689760";"Histamine induced lethality, at 60-min pretreatment time of 0.1 mg/kg p.o. in guinea pigs.";"F";"BAO_0000218";"organism-based format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1124606";"1";"Scientific Literature";"J. Med. Chem.";"1989";""
"CHEMBL2413360";"";"0";"303.36";"0";"2.54";"11";"O=C(NCCCOc1ccccc1)OCCCc1c[nH]cn1";"pKb";"'='";"4.34";"";"";"";"";"";"";"";"";"";"False";"CHEMBL2416546";"Antagonist activity at histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL2412999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1789799";"";"0";"251.33";"0";"2.42";"5";"CCC/C=C/CNC(=O)OCCCc1c[nH]cn1";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2416546";"Antagonist activity at histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL2412999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1789829";"";"0";"237.30";"0";"1.87";"2";"O=C(NCCC1CC1)OCCCc1c[nH]cn1";"pKb";"'='";"3.8";"";"";"";"";"";"";"";"";"";"False";"CHEMBL2416546";"Antagonist activity at histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL2412999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1650844";"";"0";"451.66";"0";"3.80";"1, HPCOM";"OCC1(N2CCC(n3c(N4CC5CNCC5C4)nc4ccccc43)CC2)CCCCCCC1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1663534";"Inhibition of guinea pig histamine H1 receptor at 1 uM relative to control";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1649335";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL2047561";"";"0";"363.53";"1";"5.20";"2a";"OC(CCN1CC=C(Cc2ccccc2)CC1)c1cc2ccccc2s1";"Inhibition";"'='";"0.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2050804";"Displacement of [3H]Pyrilamin from guinea pig histamine H1 receptor at 10 uM after 10 mins by liquid scintillation counting";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL2046296";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";""
"CHEMBL221718";"";"0";"504.55";"2";"5.65";"8";"CCOCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2ccc(C(F)(F)F)cc21";"IC50";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL374754";"";"0";"450.58";"0";"4.94";"7";"CCOCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2cccc(C)c21";"IC50";"'='";"500.0";"nM";"6.30";"";"Antagonist";"UO_0000065";"13.98";"0.26";"1.36";"9.86";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL374585";"";"0";"454.54";"0";"4.77";"3";"CCOCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2cc(F)ccc21";"IC50";"'='";"100.0";"nM";"7.00";"";"Antagonist";"UO_0000065";"15.40";"0.29";"2.23";"10.95";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL361805";"";"0";"495.04";"1";"6.36";"24";"O=C(O)c1ccccc1OCCN1CCC(c2cn(Cc3ccc(Cl)s3)c3ccccc23)CC1";"IC50";"'='";"120.0";"nM";"6.92";"";"Antagonist";"UO_0000065";"13.98";"0.28";"0.56";"12.65";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL222853";"";"0";"436.55";"0";"4.63";"29";"CCOCCn1cc(C2CCN(CCOc3ccc(C(=O)O)cc3)CC2)c2ccccc21";"IC50";"'='";"150.0";"nM";"6.82";"";"Antagonist";"UO_0000065";"15.63";"0.29";"2.19";"10.67";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL222927";"";"0";"442.58";"0";"4.70";"40";"CCOCCn1cc(C2CCN(CCOc3ccsc3C(=O)O)CC2)c2ccccc21";"IC50";"'='";"100.0";"nM";"7.00";"";"Antagonist";"UO_0000065";"15.82";"0.31";"2.30";"10.95";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL437519";"";"0";"469.59";"1";"5.24";"27";"O=C(O)c1ccccc1OCCN1CCC(c2cn(CCc3ccccn3)c3ccccc23)CC1";"IC50";"'='";"570.0";"nM";"6.24";"";"Antagonist";"UO_0000065";"13.30";"0.24";"1.00";"9.24";"False";"CHEMBL914451";"Displacement of [3H]mepyramine from histamine H1 receptor in guinea pig cerebellum membranes";"B";"BAO_0000249";"cell membrane format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1149258";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL279297";"";"0";"245.32";"0";"3.49";"12";"C1=C2C(=C(c3ccccc3)c3ccccc32)CNC1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL693827";"In vitro antagonistic activity at the Histamine H1 receptor in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132913";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";""
"CHEMBL100170";"";"0";"419.49";"0";"3.15";"12e";"O=C(CCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)Nc1ccccc1[N+](=O)[O-]";"IC50";"'='";"1740.0";"nM";"5.76";"";"";"UO_0000065";"13.73";"0.25";"2.61";"6.09";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL274476";"";"0";"302.38";"0";"1.35";"67";"CCOCCn1c(N2CCN(C=O)CC2)nc2ccccc21";"IC50";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL686663";"In vitro inhibition of histamine-induced contractions in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1123303";"1";"Scientific Literature";"J. Med. Chem.";"1986";""
